ZIP,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
68832,119,*,*
68833,32,*,*
68834,35,*,*
68835,66,*,*
68836,144,*,*
68837,19,*,*
68838,29,*,*
68840,156,145,$754 
68841,45,*,*
68842,71,*,*
68843,93,*,*
68844,17,*,*
68845,876,812,$707 
68846,28,*,*
68847,962,927,$725 
68848,*,*,*
68850,358,*,*
68852,70,*,*
68853,121,*,*
68854,64,*,*
68855,53,*,*
68856,111,*,*
68858,22,*,*
68859,65,*,*
68860,30,*,*
68861,*,*,*
68862,364,*,*
68863,102,*,*
68864,156,*,*
68865,35,*,*
68866,133,*,*
68869,196,*,*
68870,43,*,*
68871,32,*,*
68872,61,*,*
68873,186,*,*
68874,156,*,*
68875,96,*,*
68876,113,*,*
68878,40,*,*
68879,87,*,*
68881,17,*,*
68882,47,*,*
68883,159,*,*
68901,"1,238","1,167",$860 
68902,*,*,*
68920,90,*,*
68922,126,*,*
68923,*,*,*
68924,128,*,*
68925,39,*,*
68926,24,*,*
68927,82,*,*
68928,30,*,*
68929,14,*,*
68930,80,*,*
68932,56,*,*
68933,58,*,*
68934,25,*,*
68935,91,*,*
68936,16,*,*
68937,132,*,*
68938,49,*,*
68939,117,*,*
68940,87,*,*
68941,55,*,*
68942,35,*,*
68943,41,*,*
68944,107,*,*
68945,24,*,*
68946,13,*,*
68947,60,*,*
68948,35,*,*
68949,427,403,$771 
68950,25,*,*
68952,*,*,*
68954,*,*,*
68955,95,*,*
68956,80,*,*
68957,47,*,*
68958,65,*,*
68959,331,317,$815 
68960,29,*,*
68961,66,*,*
68964,19,*,*
68966,55,*,*
68967,96,*,*
68969,*,*,*
68970,110,*,*
68971,43,*,*
68972,24,*,*
68973,55,*,*
68974,24,*,*
68975,*,*,*
68976,31,*,*
68977,18,*,*
68978,224,*,*
68979,123,*,*
68980,26,*,*
68981,37,*,*
68982,59,*,*
69001,539,516,$893 
69020,43,*,*
69021,155,*,*
69022,131,*,*
69023,41,*,*
69024,118,107,$778 
69025,61,*,*
69026,25,*,*
69027,25,*,*
69028,65,*,*
69029,31,*,*
69030,27,*,*
69032,77,*,*
69033,207,*,*
69034,68,*,*
69036,13,*,*
69037,15,*,*
69038,40,*,*
69039,20,*,*
69040,49,*,*
69041,16,*,*
69042,*,*,*
69043,57,*,*
69044,90,*,*
69045,167,*,*
69046,24,*,*
69101,"1,088","1,031",$862 
69103,*,*,*
69120,115,*,*
69121,38,*,*
69122,51,*,*
69123,62,*,*
69125,25,*,*
69127,81,68,"$1,105 "
69128,32,*,*
69129,72,*,*
69130,311,294,$828 
69131,34,*,*
69132,*,*,*
69133,13,*,*
69134,40,*,*
69135,*,*,*
69138,395,379,$774 
69140,181,*,*
69141,26,*,*
69142,20,*,*
69143,75,*,*
69144,24,*,*
69145,139,*,*
69146,16,*,*
69147,63,*,*
69148,14,*,*
69149,63,*,*
69150,89,*,*
69151,66,*,*
69152,144,*,*
69153,439,411,$884 
69154,157,*,*
69155,92,*,*
69156,45,*,*
69157,30,*,*
69161,24,*,*
69162,402,372,$898 
69163,106,*,*
69165,78,*,*
69166,123,*,*
69167,33,*,*
69168,14,*,*
69169,69,*,*
69170,25,*,*
69171,*,*,*
69201,428,413,$826 
69210,218,*,*
69211,60,*,*
69212,30,*,*
69214,31,*,*
69216,30,*,*
69217,67,*,*
69218,29,*,*
69219,16,*,*
69220,19,*,*
69221,31,*,*
69301,506,480,$915 
69331,*,*,*
69333,61,*,*
69334,117,*,*
69335,24,*,*
69336,197,*,*
69337,342,324,$813 
69339,127,*,*
69340,22,*,*
69341,570,542,$800 
69343,208,195,$893 
69345,37,*,*
69346,46,*,*
69347,172,*,*
69348,120,*,*
69350,80,*,*
69351,25,*,*
69352,57,*,*
69354,19,*,*
69355,*,*,*
69356,136,*,*
69357,248,*,*
69358,132,*,*
69360,87,*,*
69361,890,838,$878 
69363,*,*,*
69365,*,*,*
69366,62,*,*
69367,24,*,*
70001,826,665,$452 
70002,594,496,$463 
70003,"1,051",901,$477 
70005,722,563,$456 
70006,514,438,$446 
70009,*,*,*
70030,59,*,*
70031,24,*,*
70032,115,101,$542 
70033,*,*,*
70036,29,*,*
70037,324,280,$507 
70038,*,*,*
70039,35,*,*
70040,26,*,*
70041,119,*,*
70043,369,316,$524 
70044,*,*,*
70047,289,260,$495 
70049,16,*,*
70050,*,*,*
70051,19,*,*
70052,47,*,*
70053,272,234,$457 
70054,*,*,*
70055,*,*,*
70056,998,878,$476 
70057,35,*,*
70058,897,805,$504 
70059,*,*,*
70062,318,286,$490 
70063,*,*,*
70065,"1,265","1,112",$488 
70067,58,*,*
70068,471,423,$597 
70069,*,*,*
70070,190,159,$500 
70071,40,*,*
70072,"1,043",914,$510 
70073,*,*,*
70075,106,94,$540 
70076,*,*,*
70078,*,*,*
70079,56,*,*
70080,23,*,*
70083,36,*,*
70084,86,73,$625 
70085,103,92,$615 
70086,25,*,*
70087,138,121,$577 
70090,94,*,*
70091,*,*,*
70092,94,83,$624 
70094,416,379,$542 
70112,78,39,$426 
70113,111,73,$400 
70114,279,208,$471 
70115,"1,046",657,$404 
70116,366,246,$446 
70117,802,602,$396 
70118,749,537,$428 
70119,"1,110",827,$378 
70121,302,256,$490 
70122,631,493,$468 
70123,718,581,$463 
70124,630,453,$424 
70125,399,283,$381 
70126,280,245,$531 
70127,215,187,$531 
70128,323,288,$511 
70129,307,273,$509 
70130,505,320,$410 
70131,460,346,$483 
70139,*,*,*
70148,*,*,*
70150,*,*,*
70153,*,*,*
70156,*,*,*
70157,*,*,*
70163,*,*,*
70170,*,*,*
70175,*,*,*
70177,*,*,*
70179,*,*,*
70182,*,*,*
70183,*,*,*
70189,*,*,*
70301,726,641,$654 
70302,*,*,*
70339,116,*,*
70340,*,*,*
70341,43,*,*
70342,51,*,*
70343,57,*,*
70344,78,*,*
70345,221,205,$673 
70346,113,102,$694 
70352,*,*,*
70353,20,*,*
70354,98,*,*
70355,32,*,*
70356,19,*,*
70357,52,*,*
70358,22,*,*
70359,101,*,*
70360,484,409,$597 
70363,326,308,$686 
70364,470,426,$688 
70372,43,*,*
70373,224,209,$607 
70374,111,*,*
70375,*,*,*
70377,65,54,$654 
70380,283,249,$611 
70381,*,*,*
70390,87,*,*
70391,*,*,*
70392,136,*,*
70393,*,*,*
70394,243,219,$705 
70395,66,*,*
70397,22,*,*
70401,369,319,$625 
70403,608,536,$656 
70404,*,*,*
70420,249,220,$549 
70422,224,206,$686 
70426,67,*,*
70427,255,239,$691 
70429,*,*,*
70431,141,114,$573 
70433,"1,057",863,$516 
70434,*,*,*
70435,601,528,$503 
70436,12,*,*
70437,283,237,$566 
70438,378,337,$670 
70441,85,*,*
70442,12,*,*
70443,154,141,$712 
70444,197,176,$751 
70445,277,240,$528 
70446,138,123,$620 
70447,462,391,$471 
70448,776,668,$491 
70449,52,*,*
70450,47,*,*
70451,12,*,*
70452,267,242,$537 
70453,19,*,*
70454,689,617,$655 
70455,51,*,*
70456,44,*,*
70458,916,791,$541 
70459,*,*,*
70460,432,388,$506 
70461,725,635,$505 
70462,122,*,*
70463,*,*,*
70464,*,*,*
70465,*,*,*
70466,180,158,$661 
70469,*,*,*
70470,*,*,*
70471,720,575,$507 
70501,356,308,$597 
70503,818,639,$527 
70505,*,*,*
70506,"1,022",890,$541 
70507,305,274,$578 
70508,"1,028",835,$548 
70510,468,407,$608 
70511,*,*,*
70512,213,196,$624 
70514,23,*,*
70515,42,*,*
70516,36,*,*
70517,556,517,$590 
70518,315,271,$543 
70520,333,295,$611 
70522,*,*,*
70523,*,*,*
70524,*,*,*
70525,204,177,$590 
70526,217,192,$621 
70528,41,*,*
70529,236,220,$557 
70531,37,*,*
70532,24,*,*
70533,135,119,$595 
70534,20,*,*
70535,261,232,$588 
70537,*,*,*
70538,113,*,*
70541,12,*,*
70542,79,*,*
70543,74,*,*
70544,129,108,$646 
70546,542,515,$665 
70548,152,139,$628 
70549,108,*,*
70550,*,*,*
70551,*,*,*
70552,22,*,*
70554,44,*,*
70555,186,162,$555 
70556,19,*,*
70558,*,*,*
70559,42,*,*
70560,511,463,$656 
70562,*,*,*
70563,334,302,$615 
70569,*,*,*
70570,583,533,$630 
70571,*,*,*
70576,11,*,*
70577,70,*,*
70578,323,294,$594 
70581,40,*,*
70582,268,232,$589 
70583,212,199,$625 
70584,141,121,$556 
70585,*,*,*
70586,212,187,$682 
70589,70,*,*
70591,165,147,$660 
70592,651,562,$524 
70596,*,*,*
70598,*,*,*
70601,489,422,$531 
70602,*,*,*
70605,754,636,$464 
70606,*,*,*
70607,408,374,$540 
70611,326,270,$488 
70615,152,*,*
70616,*,*,*
70630,30,*,*
70631,16,*,*
70632,*,*,*
70633,89,*,*
70634,280,253,$704 
70637,*,*,*
70638,*,*,*
70639,*,*,*
70640,*,*,*
70643,*,*,*
70644,*,*,*
70645,29,*,*
70646,*,*,*
70647,189,173,$589 
70648,74,*,*
70650,11,*,*
70651,12,*,*
70652,32,*,*
70653,29,*,*
70654,12,*,*
70655,31,*,*
70656,33,*,*
70657,78,*,*
70658,17,*,*
70659,16,*,*
70660,22,*,*
70661,23,*,*
70663,376,341,$501 
70664,*,*,*
70665,188,160,$504 
70668,68,55,$520 
70669,112,101,$515 
70704,*,*,*
70706,495,439,$516 
70707,*,*,*
70710,96,*,*
70711,74,*,*
70714,359,317,$599 
70715,36,*,*
70719,63,50,$673 
70721,*,*,*
70722,104,*,*
70723,15,*,*
70725,26,*,*
70726,"1,164","1,041",$544 
70728,*,*,*
70729,*,*,*
70730,85,*,*
70732,24,*,*
70733,30,*,*
70734,136,110,$477 
70736,23,*,*
70737,759,670,$565 
70739,274,243,$591 
70740,37,*,*
70743,*,*,*
70744,83,*,*
70747,*,*,*
70748,52,*,*
70749,32,*,*
70750,22,*,*
70752,20,*,*
70753,22,*,*
70754,200,187,$549 
70755,52,*,*
70756,16,*,*
70757,61,*,*
70759,49,*,*
70760,160,*,*
70761,14,*,*
70762,27,*,*
70763,49,*,*
70764,264,231,$754 
70765,*,*,*
70767,304,284,$625 
70769,958,826,$510 
70770,70,58,$631 
70772,17,*,*
70773,*,*,*
70774,188,166,$618 
70775,144,126,$729 
70776,75,*,*
70777,81,69,$680 
70778,26,*,*
70780,17,*,*
70782,*,*,*
70783,75,*,*
70784,*,*,*
70785,428,378,$597 
70786,*,*,*
70787,*,*,*
70788,41,*,*
70789,*,*,*
70791,508,444,$547 
70801,14,*,*
70802,363,287,$600 
70803,*,*,*
70805,377,337,$687 
70806,738,608,$518 
70807,163,140,$679 
70808,802,621,$521 
70809,703,593,$516 
70810,"1,007",824,$526 
70811,242,207,$645 
70812,188,173,$650 
70814,348,322,$663 
70815,"1,264","1,190",$574 
70816,"1,307","1,201",$555 
70817,"1,045",910,$547 
70818,199,162,$571 
70819,127,*,*
70820,278,245,$414 
70821,*,*,*
70835,*,*,*
70836,13,*,*
70837,*,*,*
70874,*,*,*
70884,*,*,*
70895,*,*,*
71001,66,*,*
71002,*,*,*
71003,12,*,*
71004,18,*,*
71006,246,206,$434 
71007,16,*,*
71008,*,*,*
71009,*,*,*
71016,37,*,*
71018,19,*,*
71019,116,104,$625 
71021,*,*,*
71023,40,*,*
71024,20,*,*
71027,43,*,*
71028,19,*,*
71029,*,*,*
71030,39,*,*
71031,14,*,*
71032,43,*,*
71033,67,53,$537 
71034,*,*,*
71037,289,251,$463 
71038,45,*,*
71039,29,*,*
71040,96,*,*
71043,*,*,*
71044,*,*,*
71045,*,*,*
71046,24,*,*
71047,184,155,$509 
71048,*,*,*
71049,30,*,*
71051,37,*,*
71052,143,132,$747 
71055,316,268,$717 
71060,51,*,*
71061,20,*,*
71063,13,*,*
71064,42,*,*
71065,17,*,*
71067,38,*,*
71068,43,*,*
71069,*,*,*
71070,26,*,*
71071,55,*,*
71072,24,*,*
71073,30,*,*
71075,123,110,$760 
71078,140,125,$573 
71079,*,*,*
71080,*,*,*
71082,74,*,*
71101,85,72,$524 
71103,54,*,*
71104,293,246,$422 
71105,499,412,$405 
71106,562,445,$431 
71107,415,378,$485 
71108,225,202,$560 
71109,214,194,$568 
71111,636,549,$448 
71112,508,470,$457 
71115,405,331,$411 
71118,359,324,$445 
71119,142,123,$498 
71129,228,207,$482 
71133,*,*,*
71171,*,*,*
71201,617,518,$622 
71202,263,237,$792 
71203,658,578,$632 
71207,*,*,*
71209,*,*,*
71211,*,*,*
71213,*,*,*
71218,*,*,*
71219,37,*,*
71220,298,284,$803 
71221,*,*,*
71222,34,*,*
71223,*,*,*
71225,184,166,$633 
71226,32,*,*
71227,81,*,*
71229,32,*,*
71230,*,*,*
71232,127,*,*
71234,118,*,*
71235,75,*,*
71237,17,*,*
71238,92,*,*
71241,173,158,$738 
71242,*,*,*
71243,14,*,*
71245,24,*,*
71247,12,*,*
71249,*,*,*
71250,*,*,*
71251,112,101,$794 
71253,*,*,*
71254,76,*,*
71256,*,*,*
71259,31,*,*
71260,50,*,*
71261,24,*,*
71263,100,85,$739 
71264,*,*,*
71266,30,*,*
71268,35,*,*
71269,215,193,$666 
71270,470,421,$602 
71273,*,*,*
71275,47,*,*
71276,*,*,*
71277,19,*,*
71279,*,*,*
71280,101,87,$604 
71282,99,*,*
71286,19,*,*
71291,827,729,$629 
71292,391,338,$650 
71294,*,*,*
71295,259,223,$747 
71301,305,268,$514 
71302,124,*,*
71303,415,360,$500 
71309,*,*,*
71316,*,*,*
71322,73,*,*
71323,14,*,*
71324,*,*,*
71325,15,*,*
71326,15,*,*
71327,49,*,*
71328,97,*,*
71331,14,*,*
71333,21,*,*
71334,114,*,*
71336,41,*,*
71339,*,*,*
71340,15,*,*
71341,85,*,*
71342,108,95,$730 
71343,147,*,*
71345,*,*,*
71346,53,42,$602 
71350,56,*,*
71351,195,179,$706 
71353,25,*,*
71354,30,*,*
71355,26,*,*
71356,*,*,*
71357,27,*,*
71358,22,*,*
71360,491,436,$519 
71362,62,49,$711 
71363,*,*,*
71366,32,*,*
71367,14,*,*
71368,17,*,*
71369,24,*,*
71371,41,*,*
71373,118,106,$746 
71375,12,*,*
71377,*,*,*
71378,43,*,*
71403,61,*,*
71404,11,*,*
71405,65,*,*
71406,*,*,*
71407,15,*,*
71409,103,86,$602 
71410,*,*,*
71411,38,*,*
71414,*,*,*
71415,*,*,*
71416,18,*,*
71417,62,*,*
71418,69,56,$688 
71419,40,*,*
71422,14,*,*
71423,57,*,*
71424,19,*,*
71425,*,*,*
71426,*,*,*
71427,*,*,*
71429,46,*,*
71430,58,*,*
71432,19,*,*
71433,66,*,*
71435,47,*,*
71438,28,*,*
71439,14,*,*
71441,*,*,*
71446,264,227,$523 
71447,12,*,*
71449,147,124,$693 
71450,20,*,*
71454,20,*,*
71456,14,*,*
71457,374,339,$650 
71459,*,*,*
71461,22,*,*
71462,29,*,*
71463,47,*,*
71465,49,*,*
71466,*,*,*
71467,65,*,*
71468,*,*,*
71469,57,*,*
71471,*,*,*
71472,*,*,*
71473,*,*,*
71474,*,*,*
71475,*,*,*
71477,*,*,*
71479,*,*,*
71480,*,*,*
71483,144,*,*
71485,56,*,*
71486,69,*,*
71601,153,137,$439 
71602,347,300,$390 
71603,392,341,$406 
71611,*,*,*
71613,*,*,*
71630,*,*,*
71631,*,*,*
71635,220,197,$399 
71638,40,*,*
71639,139,122,$403 
71640,30,*,*
71642,16,*,*
71643,21,*,*
71644,14,*,*
71646,161,145,$400 
71647,39,*,*
71651,*,*,*
71652,18,*,*
71653,115,101,$461 
71654,100,83,$434 
71655,317,278,$383 
71658,18,*,*
71660,21,*,*
71661,*,*,*
71662,*,*,*
71663,15,*,*
71665,103,*,*
71666,*,*,*
71667,133,109,$406 
71670,42,*,*
71671,164,144,$406 
71674,23,*,*
71675,34,*,*
71676,*,*,*
71677,*,*,*
71701,332,283,$405 
71720,39,*,*
71722,*,*,*
71724,*,*,*
71725,*,*,*
71726,24,*,*
71730,577,479,$392 
71740,23,*,*
71742,77,*,*
71743,74,*,*
71744,40,*,*
71745,*,*,*
71747,25,*,*
71748,*,*,*
71749,43,*,*
71751,11,*,*
71752,15,*,*
71753,268,223,$379 
71754,*,*,*
71758,*,*,*
71759,18,*,*
71762,44,*,*
71763,32,*,*
71764,40,*,*
71765,40,*,*
71766,*,*,*
71770,60,*,*
71772,*,*,*
71801,232,198,$446 
71820,*,*,*
71822,154,139,$425 
71823,*,*,*
71825,*,*,*
71826,25,*,*
71827,13,*,*
71828,*,*,*
71831,*,*,*
71832,135,121,$383 
71833,42,*,*
71834,13,*,*
71835,24,*,*
71836,48,*,*
71837,76,*,*
71838,*,*,*
71839,*,*,*
71840,*,*,*
71841,14,*,*
71842,18,*,*
71845,33,*,*
71846,59,*,*
71847,*,*,*
71851,30,*,*
71852,206,190,$427 
71853,*,*,*
71854,564,490,$397 
71855,21,*,*
71857,97,85,$423 
71858,34,*,*
71859,*,*,*
71860,40,*,*
71861,39,*,*
71862,*,*,*
71865,*,*,*
71866,*,*,*
71901,812,688,$383 
71902,*,*,*
71903,*,*,*
71909,482,393,$482 
71910,*,*,*
71913,"1,506","1,304",$402 
71914,*,*,*
71920,*,*,*
71921,119,100,$401 
71922,*,*,*
71923,235,204,$359 
71929,103,*,*
71933,56,*,*
71935,18,*,*
71937,47,*,*
71940,39,*,*
71941,32,*,*
71943,85,*,*
71944,17,*,*
71945,40,*,*
71949,60,47,$451 
71950,20,*,*
71952,*,*,*
71953,290,253,$432 
71956,37,*,*
71957,101,*,*
71958,47,*,*
71959,19,*,*
71960,32,*,*
71961,27,*,*
71962,21,*,*
71964,124,105,$410 
71965,*,*,*
71968,152,124,$392 
71969,*,*,*
71970,32,*,*
71971,*,*,*
71972,11,*,*
71973,20,*,*
72001,*,*,*
72002,378,307,$355 
72003,25,*,*
72004,17,*,*
72005,*,*,*
72006,37,*,*
72007,163,144,$364 
72010,121,104,$446 
72011,113,99,$334 
72012,238,215,$374 
72013,43,*,*
72014,*,*,*
72015,583,505,$327 
72016,86,72,$367 
72017,*,*,*
72018,*,*,*
72019,642,524,$358 
72020,71,*,*
72021,103,86,$463 
72022,392,329,$344 
72023,685,587,$368 
72024,85,*,*
72025,12,*,*
72026,*,*,*
72027,32,*,*
72028,*,*,*
72029,35,*,*
72030,12,*,*
72031,187,*,*
72032,690,608,$352 
72033,*,*,*
72034,"1,026",859,$326 
72036,*,*,*
72037,*,*,*
72038,*,*,*
72039,56,*,*
72040,63,*,*
72041,31,*,*
72042,89,*,*
72044,51,*,*
72045,16,*,*
72046,80,*,*
72047,21,*,*
72048,*,*,*
72051,13,*,*
72052,*,*,*
72053,*,*,*
72055,17,*,*
72057,33,*,*
72058,503,443,$329 
72060,21,*,*
72061,*,*,*
72063,21,*,*
72064,56,*,*
72065,107,*,*
72066,*,*,*
72067,100,*,*
72068,*,*,*
72069,25,*,*
72070,34,*,*
72072,*,*,*
72073,20,*,*
72074,*,*,*
72076,586,512,$405 
72078,*,*,*
72079,14,*,*
72080,17,*,*
72081,144,123,$455 
72082,25,*,*
72083,*,*,*
72084,26,*,*
72085,*,*,*
72086,210,174,$372 
72087,52,*,*
72088,47,*,*
72101,101,*,*
72102,52,*,*
72103,256,226,$390 
72104,409,377,$420 
72106,124,101,$402 
72107,*,*,*
72110,224,195,$435 
72111,41,*,*
72112,137,126,$388 
72113,586,453,$327 
72114,157,137,$419 
72115,*,*,*
72116,525,421,$328 
72117,227,205,$396 
72118,400,353,$372 
72120,797,676,$360 
72121,66,*,*
72122,35,*,*
72123,*,*,*
72124,*,*,*
72125,19,*,*
72126,66,*,*
72127,46,*,*
72128,15,*,*
72129,37,26,$392 
72130,13,*,*
72131,116,94,$397 
72132,84,*,*
72133,*,*,*
72134,*,*,*
72135,52,39,$381 
72136,50,*,*
72137,67,*,*
72139,*,*,*
72140,*,*,*
72141,12,*,*
72142,46,*,*
72143,789,674,$362 
72149,*,*,*
72150,215,186,$411 
72152,15,*,*
72153,38,*,*
72156,22,*,*
72157,38,*,*
72160,207,175,$340 
72164,*,*,*
72166,*,*,*
72167,33,*,*
72168,*,*,*
72169,*,*,*
72170,*,*,*
72173,217,200,$327 
72175,*,*,*
72176,163,144,$331 
72178,*,*,*
72179,*,*,*
72180,*,*,*
72181,*,*,*
72183,*,*,*
72190,*,*,*
72201,33,22,$378 
72202,221,169,$351 
72203,*,*,*
72204,461,402,$407 
72205,632,487,$344 
72206,396,341,$387 
72207,321,203,$326 
72209,421,386,$408 
72210,405,344,$360 
72211,607,471,$353 
72212,397,273,$347 
72214,*,*,*
72215,*,*,*
72217,*,*,*
72219,*,*,*
72221,*,*,*
72223,741,550,$333 
72225,*,*,*
72227,276,208,$332 
72301,369,323,$431 
72303,*,*,*
72310,*,*,*
72311,*,*,*
72313,*,*,*
72315,299,268,$418 
72320,*,*,*
72321,*,*,*
72322,*,*,*
72324,33,*,*
72325,*,*,*
72326,53,*,*
72327,37,*,*
72328,*,*,*
72329,*,*,*
72330,21,*,*
72331,36,*,*
72332,*,*,*
72333,23,*,*
72335,221,195,$435 
72336,*,*,*
72339,*,*,*
72340,*,*,*
72341,*,*,*
72342,65,*,*
72346,22,*,*
72347,*,*,*
72348,48,*,*
72350,25,*,*
72351,13,*,*
72353,12,*,*
72354,40,*,*
72355,72,52,$442 
72358,18,*,*
72359,*,*,*
72360,88,*,*
72364,256,213,$359 
72365,42,*,*
72366,33,*,*
72367,*,*,*
72368,22,*,*
72370,114,*,*
72372,37,*,*
72373,15,*,*
72374,13,*,*
72376,30,*,*
72383,*,*,*
72384,11,*,*
72386,25,*,*
72387,*,*,*
72389,*,*,*
72390,114,100,$463 
72391,*,*,*
72392,18,*,*
72394,*,*,*
72395,13,*,*
72396,300,261,$364 
72401,931,800,$356 
72403,*,*,*
72404,699,595,$333 
72405,191,162,$361 
72410,14,*,*
72411,47,36,$417 
72412,26,*,*
72413,*,*,*
72414,*,*,*
72415,30,*,*
72416,131,116,$391 
72417,92,79,$314 
72419,34,*,*
72421,*,*,*
72422,101,*,*
72425,*,*,*
72426,*,*,*
72427,*,*,*
72428,*,*,*
72429,13,*,*
72430,*,*,*
72431,*,*,*
72432,101,*,*
72433,45,*,*
72434,71,*,*
72435,13,*,*
72436,12,*,*
72437,62,51,$377 
72438,31,*,*
72440,12,*,*
72441,*,*,*
72442,84,*,*
72443,51,*,*
72444,38,*,*
72447,23,*,*
72449,*,*,*
72450,747,627,$372 
72453,*,*,*
72454,97,84,$446 
72455,250,211,$419 
72456,15,*,*
72457,*,*,*
72458,21,*,*
72459,24,*,*
72460,*,*,*
72461,70,*,*
72462,*,*,*
72466,34,*,*
72467,*,*,*
72469,22,*,*
72470,*,*,*
72471,17,*,*
72472,138,*,*
72473,48,*,*
72476,127,90,$361 
72478,11,*,*
72479,31,*,*
72482,36,*,*
72501,502,436,$365 
72503,14,*,*
72512,34,*,*
72513,62,*,*
72515,*,*,*
72517,*,*,*
72519,72,*,*
72520,*,*,*
72521,120,107,$408 
72522,17,*,*
72523,16,*,*
72524,*,*,*
72525,*,*,*
72526,11,*,*
72527,16,*,*
72528,*,*,*
72529,127,110,$421 
72530,54,43,$431 
72531,19,*,*
72532,32,*,*
72533,*,*,*
72534,29,*,*
72536,23,*,*
72537,35,*,*
72538,14,*,*
72539,*,*,*
72540,*,*,*
72542,111,93,$438 
72543,341,305,$424 
72544,12,*,*
72546,*,*,*
72550,24,*,*
72553,*,*,*
72554,54,*,*
72555,*,*,*
72556,68,*,*
72560,220,188,$438 
72561,*,*,*
72562,46,*,*
72564,*,*,*
72565,16,*,*
72566,*,*,*
72567,*,*,*
72568,15,*,*
72569,*,*,*
72571,15,*,*
72572,*,*,*
72573,*,*,*
72575,*,*,*
72576,53,*,*
72577,13,*,*
72579,45,*,*
72581,30,*,*
72583,20,*,*
72584,18,*,*
72585,*,*,*
72587,*,*,*
72601,687,600,$416 
72602,*,*,*
72611,34,*,*
72613,*,*,*
72616,235,206,$398 
72617,*,*,*
72619,33,*,*
72623,23,*,*
72624,*,*,*
72626,19,*,*
72628,11,*,*
72629,12,*,*
72630,*,*,*
72631,183,149,$445 
72632,313,271,$431 
72633,39,*,*
72634,70,*,*
72635,91,80,$445 
72636,*,*,*
72638,125,98,$379 
72639,19,*,*
72640,11,*,*
72641,51,*,*
72642,67,*,*
72644,66,*,*
72645,24,*,*
72648,26,*,*
72650,101,*,*
72651,30,*,*
72653,845,749,$401 
72654,*,*,*
72655,*,*,*
72658,44,*,*
72660,19,*,*
72661,19,*,*
72662,87,*,*
72663,13,*,*
72666,15,*,*
72668,12,*,*
72669,*,*,*
72670,*,*,*
72672,*,*,*
72675,26,*,*
72677,12,*,*
72679,*,*,*
72680,19,*,*
72682,*,*,*
72683,*,*,*
72685,38,*,*
72686,*,*,*
72687,156,144,$449 
72701,"1,181",925,$321 
72702,*,*,*
72703,928,701,$336 
72704,750,588,$301 
72711,*,*,*
72712,980,738,$345 
72713,499,392,$310 
72714,358,289,$408 
72715,522,418,$420 
72717,27,*,*
72718,113,72,$288 
72719,364,285,$308 
72721,*,*,*
72722,61,*,*
72727,158,137,$382 
72728,*,*,*
72729,*,*,*
72730,243,218,$310 
72732,117,89,$413 
72733,*,*,*
72734,179,159,$355 
72735,*,*,*
72736,160,133,$386 
72737,*,*,*
72738,71,*,*
72739,*,*,*
72740,266,235,$390 
72742,18,*,*
72744,135,118,$359 
72745,333,247,$349 
72747,12,*,*
72749,*,*,*
72751,233,198,$341 
72752,11,*,*
72753,300,263,$332 
72756,983,830,$384 
72757,*,*,*
72758,"1,071",832,$357 
72760,*,*,*
72761,532,448,$345 
72762,"1,083",871,$357 
72764,"1,191","1,023",$385 
72765,*,*,*
72768,30,*,*
72769,29,*,*
72770,*,*,*
72773,34,*,*
72774,214,182,$368 
72776,*,*,*
72801,267,228,$370 
72802,468,384,$391 
72811,*,*,*
72812,*,*,*
72820,*,*,*
72821,35,*,*
72823,123,107,$398 
72824,37,*,*
72826,*,*,*
72827,*,*,*
72828,*,*,*
72829,*,*,*
72830,248,222,$394 
72832,*,*,*
72833,30,*,*
72834,196,170,$399 
72835,17,*,*
72837,193,171,$404 
72838,*,*,*
72839,*,*,*
72840,34,*,*
72841,*,*,*
72842,14,*,*
72843,50,*,*
72845,17,*,*
72846,53,*,*
72847,64,*,*
72851,*,*,*
72852,*,*,*
72853,26,*,*
72854,19,*,*
72855,113,100,$388 
72856,*,*,*
72857,16,*,*
72858,72,59,$330 
72860,11,*,*
72863,42,*,*
72865,16,*,*
72901,347,304,$385 
72902,*,*,*
72903,579,464,$352 
72904,258,236,$386 
72906,*,*,*
72908,294,243,$371 
72916,323,248,$328 
72918,*,*,*
72919,*,*,*
72921,351,301,$378 
72923,98,81,$399 
72926,*,*,*
72927,141,121,$469 
72928,30,*,*
72930,13,*,*
72932,25,*,*
72933,100,*,*
72934,22,*,*
72935,*,*,*
72936,351,290,$372 
72937,88,*,*
72938,27,*,*
72940,48,*,*
72941,95,*,*
72943,44,*,*
72944,43,*,*
72945,*,*,*
72946,63,*,*
72947,74,*,*
72948,*,*,*
72949,191,168,$418 
72950,*,*,*
72951,26,*,*
72952,70,*,*
72955,*,*,*
72956,696,589,$384 
72957,*,*,*
72958,97,*,*
72959,53,*,*
73001,*,*,*
73002,48,37,$603 
73003,"1,054",926,$444 
73004,37,*,*
73005,230,214,$882 
73006,127,*,*
73007,91,78,$524 
73008,922,850,$507 
73009,47,*,*
73010,898,821,$582 
73011,19,*,*
73012,"1,960","1,674",$422 
73013,"2,583","2,224",$446 
73014,74,*,*
73015,79,*,*
73016,105,94,$639 
73017,69,*,*
73018,669,611,$600 
73020,840,761,$497 
73021,34,*,*
73023,*,*,*
73024,26,*,*
73025,593,462,$484 
73026,478,414,$528 
