ZIP,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
20116,*,*,*
20117,137,86,$520 
20118,11,*,*
20119,109,77,$580 
20120,"2,282","1,987",$577 
20121,"1,844","1,641",$582 
20122,*,*,*
20124,580,438,$578 
20129,19,*,*
20130,17,*,*
20131,*,*,*
20132,461,314,$475 
20134,*,*,*
20135,130,102,$587 
20136,"1,046",836,$524 
20137,78,*,*
20138,*,*,*
20140,*,*,*
20141,184,109,$493 
20143,49,37,$625 
20144,45,*,*
20146,17,*,*
20147,"2,276","1,734",$562 
20148,"1,979","1,383",$629 
20151,"1,224","1,063",$568 
20152,"1,696","1,383",$598 
20155,"1,496","1,272",$530 
20156,*,*,*
20158,141,93,$506 
20159,*,*,*
20160,*,*,*
20164,"1,954","1,761",$571 
20165,"1,347","1,033",$555 
20166,653,567,$549 
20167,*,*,*
20169,999,726,$530 
20170,"2,039","1,695",$560 
20171,"1,958","1,389",$564 
20172,*,*,*
20175,972,662,$530 
20176,"1,658","1,225",$557 
20177,*,*,*
20180,181,123,$487 
20181,311,223,$537 
20182,*,*,*
20184,26,*,*
20185,*,*,*
20186,501,415,$521 
20187,458,353,$512 
20188,*,*,*
20190,699,500,$605 
20191,909,699,$561 
20194,389,209,$512 
20195,*,*,*
20197,78,40,$507 
20198,101,69,$628 
22003,"3,515","3,094",$617 
22015,"1,845","1,562",$582 
22025,467,406,$506 
22026,780,698,$549 
22027,70,51,$622 
22030,"2,276","1,811",$549 
22031,"1,550","1,292",$574 
22032,"1,209","1,012",$611 
22033,"2,010","1,652",$568 
22038,*,*,*
22039,382,231,$567 
22040,*,*,*
22041,"1,335","1,180",$624 
22042,"1,725","1,492",$623 
22043,"1,038",825,$585 
22044,737,647,$607 
22046,602,445,$560 
22060,15,*,*
22066,735,357,$634 
22079,"1,417","1,263",$567 
22101,906,507,$621 
22102,"1,083",713,$550 
22103,*,*,*
22124,599,378,$587 
22125,30,*,*
22134,11,*,*
22150,"1,847","1,681",$599 
22151,"1,249","1,124",$623 
22152,"1,145",969,$604 
22153,"1,137",947,$609 
22156,*,*,*
22172,257,218,$514 
22180,767,518,$634 
22181,485,324,$604 
22182,963,609,$606 
22191,"2,805","2,517",$551 
22192,"2,147","1,847",$535 
22193,"3,410","3,065",$548 
22194,*,*,*
22195,*,*,*
22199,*,*,*
22201,919,551,$514 
22202,469,284,$537 
22203,567,387,$560 
22204,"2,233","1,853",$560 
22205,445,301,$550 
22206,579,393,$513 
22207,705,395,$557 
22209,433,265,$557 
22210,*,*,*
22211,*,*,*
22213,67,40,$680 
22216,*,*,*
22219,*,*,*
22301,301,171,$526 
22302,511,372,$554 
22303,499,411,$554 
22304,"1,878","1,575",$551 
22305,337,234,$586 
22306,"1,134",988,$595 
22307,274,193,$601 
22308,212,142,$613 
22309,"1,080",923,$604 
22310,"1,073",862,$600 
22311,"1,079",957,$540 
22312,"1,624","1,402",$592 
22313,*,*,*
22314,664,370,$568 
22315,827,683,$586 
22401,663,549,$472 
22402,*,*,*
22403,*,*,*
22404,*,*,*
22405,695,592,$520 
22406,602,518,$520 
22407,"1,761","1,551",$506 
22408,752,655,$527 
22427,71,*,*
22432,16,*,*
22433,*,*,*
22435,83,*,*
22436,*,*,*
22437,15,*,*
22438,*,*,*
22442,*,*,*
22443,197,170,$619 
22454,78,61,$585 
22460,42,*,*
22469,52,*,*
22472,*,*,*
22473,178,152,$675 
22476,*,*,*
22480,30,*,*
22482,104,90,$682 
22485,472,387,$556 
22488,55,*,*
22503,142,116,$702 
22504,11,*,*
22508,421,357,$513 
22511,43,*,*
22514,81,70,$519 
22517,*,*,*
22520,181,158,$623 
22523,*,*,*
22524,*,*,*
22529,*,*,*
22534,83,*,*
22535,15,*,*
22538,*,*,*
22539,101,87,$627 
22542,75,*,*
22545,*,*,*
22546,430,377,$489 
22548,*,*,*
22551,501,431,$488 
22553,373,305,$497 
22554,"1,267","1,097",$495 
22556,681,551,$487 
22560,205,181,$693 
22567,106,91,$552 
22570,*,*,*
22572,231,205,$582 
22576,72,*,*
22578,89,74,$697 
22579,*,*,*
22580,160,135,$576 
22601,839,718,$553 
22602,882,767,$571 
22603,393,327,$590 
22604,*,*,*
22610,70,58,$620 
22611,290,242,$565 
22620,66,49,$593 
22623,19,*,*
22624,98,83,$577 
22625,118,102,$584 
22627,34,*,*
22630,729,599,$600 
22637,65,*,*
22639,24,*,*
22640,25,*,*
22641,*,*,*
22642,156,129,$559 
22643,27,*,*
22644,67,*,*
22645,97,86,$590 
22646,*,*,*
22650,31,*,*
22652,59,*,*
22654,23,*,*
22655,581,528,$544 
22656,147,124,$576 
22657,300,269,$622 
22660,29,*,*
22663,35,*,*
22664,286,238,$584 
22701,"1,102",960,$541 
22709,28,*,*
22711,13,*,*
22712,352,309,$501 
22713,52,*,*
22714,20,*,*
22715,31,*,*
22716,44,*,*
22718,26,*,*
22719,18,*,*
22720,24,*,*
22722,*,*,*
22723,*,*,*
22724,73,*,*
22726,20,*,*
22727,207,180,$543 
22728,83,*,*
22729,*,*,*
22730,*,*,*
22731,*,*,*
22732,17,*,*
22733,57,*,*
22734,93,79,$521 
22735,70,*,*
22736,11,*,*
22737,185,171,$490 
22738,55,42,$598 
22740,86,74,$660 
22741,*,*,*
22742,67,56,$592 
22743,*,*,*
22747,67,*,*
22749,30,*,*
22801,"1,168","1,063",$468 
22802,973,907,$463 
22803,*,*,*
22807,*,*,*
22810,41,*,*
22811,*,*,*
22812,299,280,$515 
22815,305,275,$523 
22820,*,*,*
22821,185,168,$501 
22824,184,157,$651 
22827,279,257,$573 
22830,57,*,*
22831,24,*,*
22832,59,*,*
22834,63,*,*
22835,420,373,$617 
22840,137,123,$573 
22841,114,*,*
22842,190,170,$667 
22843,114,98,$516 
22844,121,102,$556 
22845,*,*,*
22846,124,*,*
22847,52,38,$517 
22849,161,*,*
22850,32,*,*
22851,194,169,$622 
22853,175,163,$530 
22901,"1,288","1,071",$466 
22902,892,742,$444 
22903,"1,011",804,$436 
22904,*,*,*
22905,*,*,*
22906,*,*,*
22911,631,531,$480 
22920,196,170,$484 
22922,71,*,*
22923,192,*,*
22924,*,*,*
22931,16,*,*
22932,368,308,$476 
22935,31,*,*
22936,216,184,$506 
22937,64,*,*
22938,72,*,*
22939,177,162,$531 
22940,59,*,*
22942,270,231,$550 
22943,18,*,*
22946,*,*,*
22947,151,119,$537 
22948,*,*,*
22949,51,*,*
22952,71,*,*
22958,77,59,$634 
22959,90,70,$588 
22960,355,322,$518 
22963,438,383,$528 
22964,*,*,*
22965,*,*,*
22967,122,108,$517 
22968,327,294,$469 
22969,53,*,*
22971,51,*,*
22972,39,*,*
22973,220,194,$539 
22974,137,121,$556 
22976,15,*,*
22980,952,832,$551 
22989,*,*,*
23002,408,339,$546 
23003,*,*,*
23004,27,*,*
23005,523,408,$515 
23009,256,220,$501 
23011,21,*,*
23015,141,114,$543 
23021,*,*,*
23022,28,*,*
23023,15,*,*
23024,253,224,$539 
23025,14,*,*
23027,30,*,*
23030,129,107,$563 
23032,*,*,*
23035,45,*,*
23038,67,*,*
23039,34,*,*
23040,158,*,*
23043,81,*,*
23045,*,*,*
23047,72,55,$569 
23050,42,*,*
23055,22,*,*
23056,24,*,*
23058,*,*,*
23059,"1,643","1,117",$510 
23060,"1,758","1,432",$496 
23061,609,542,$511 
23062,85,74,$501 
23063,182,152,$537 
23064,12,*,*
23065,54,*,*
23066,11,*,*
23067,*,*,*
23068,*,*,*
23069,125,90,$514 
23070,*,*,*
23071,82,*,*
23072,382,347,$514 
23075,189,167,$578 
23076,34,*,*
23079,*,*,*
23083,61,*,*
23084,81,*,*
23085,30,*,*
23086,102,90,$609 
23089,187,154,$542 
23091,36,*,*
23092,28,*,*
23093,382,345,$536 
23102,108,90,$507 
23103,192,125,$554 
23106,27,*,*
23108,*,*,*
23109,64,52,$497 
23110,16,*,*
23111,"1,201",961,$513 
23112,"1,690","1,322",$463 
23113,898,574,$504 
23114,742,588,$468 
23115,*,*,*
23116,949,710,$494 
23117,275,254,$559 
23119,*,*,*
23120,353,247,$456 
23123,47,*,*
23124,121,98,$532 
23125,*,*,*
23126,12,*,*
23128,31,*,*
23129,18,*,*
23130,*,*,*
23131,*,*,*
23138,35,*,*
23139,936,827,$488 
23140,150,129,$519 
23141,211,185,$509 
23146,159,126,$470 
23147,*,*,*
23148,39,*,*
23149,97,*,*
23150,307,262,$560 
23153,50,*,*
23156,70,*,*
23161,*,*,*
23163,*,*,*
23168,250,208,$477 
23169,47,33,$784 
23173,*,*,*
23175,78,67,$654 
23176,56,*,*
23177,18,*,*
23178,*,*,*
23180,11,*,*
23181,225,203,$502 
23184,*,*,*
23185,"1,247","1,062",$513 
23186,*,*,*
23188,"1,257","1,089",$482 
23190,*,*,*
23192,252,201,$587 
23219,195,121,$334 
23220,"1,441","1,030",$383 
23221,803,534,$409 
23222,786,639,$490 
23223,"1,372","1,054",$474 
23224,770,634,$513 
23225,"1,476","1,201",$497 
23226,720,439,$464 
23227,838,690,$515 
23228,"1,439","1,240",$506 
23229,"1,438","1,052",$492 
23230,373,269,$479 
23231,983,802,$531 
23233,"1,318",964,$487 
23234,"1,049",934,$534 
23235,"1,286","1,009",$496 
23236,929,742,$518 
23237,642,545,$509 
23238,988,715,$489 
23241,*,*,*
23255,*,*,*
23260,*,*,*
23284,*,*,*
23294,772,639,$498 
23301,58,*,*
23302,*,*,*
23303,35,*,*
23304,*,*,*
23306,42,*,*
23307,18,*,*
23308,45,*,*
23310,202,175,$668 
23313,*,*,*
23314,163,137,$491 
23315,33,*,*
23316,38,*,*
23320,"1,560","1,364",$486 
23321,864,763,$462 
23322,"1,524","1,297",$460 
23323,730,641,$506 
23324,525,482,$535 
23325,468,430,$525 
23327,*,*,*
23336,137,121,$667 
23337,*,*,*
23341,22,*,*
23347,46,*,*
23350,126,107,$651 
23354,30,*,*
23356,40,*,*
23357,18,*,*
23358,*,*,*
23359,17,*,*
23389,*,*,*
23395,28,*,*
23401,*,*,*
23404,*,*,*
23405,53,*,*
23407,*,*,*
23408,*,*,*
23409,*,*,*
23410,76,63,$607 
23412,*,*,*
23413,34,*,*
23414,*,*,*
23415,35,*,*
23416,12,*,*
23417,122,107,$774 
23418,61,*,*
23420,85,*,*
23421,109,98,$672 
23422,13,*,*
23423,16,*,*
23424,*,*,*
23426,*,*,*
23427,*,*,*
23430,506,441,$532 
23432,54,*,*
23433,35,*,*
23434,"1,019",920,$506 
23435,664,574,$470 
23436,*,*,*
23437,105,*,*
23438,57,*,*
23439,*,*,*
23440,14,*,*
23441,*,*,*
23442,21,*,*
23443,*,*,*
23450,*,*,*
23451,"1,796","1,555",$510 
23452,"2,008","1,798",$495 
23453,"1,126","1,020",$498 
23454,"2,185","1,879",$477 
23455,"1,505","1,298",$490 
23456,"1,744","1,538",$451 
23457,170,146,$510 
23462,"2,087","1,875",$496 
23464,"2,246","2,016",$496 
23465,*,*,*
23466,*,*,*
23467,*,*,*
23471,*,*,*
23480,25,*,*
23486,*,*,*
23487,132,118,$527 
23488,*,*,*
23501,*,*,*
23502,577,513,$539 
23503,715,637,$511 
23504,391,343,$566 
23505,647,571,$517 
23507,207,157,$444 
23508,359,301,$484 
23509,324,284,$546 
23510,124,95,$522 
23513,608,542,$544 
23514,*,*,*
23517,183,144,$455 
23518,759,669,$529 
23523,139,118,$596 
23541,*,*,*
23601,596,523,$525 
23602,998,901,$506 
23603,57,*,*
23605,309,269,$543 
23606,650,582,$513 
23607,354,309,$604 
23608,927,838,$493 
23612,*,*,*
23651,*,*,*
23661,343,312,$537 
23662,270,233,$553 
23663,287,261,$569 
23664,256,229,$486 
23665,*,*,*
23666,"1,355","1,202",$517 
23668,*,*,*
23669,936,842,$512 
23690,57,45,$477 
23692,548,490,$480 
23693,727,661,$478 
23696,106,90,$462 
23701,550,483,$550 
23702,170,150,$537 
23703,536,469,$500 
23704,356,303,$539 
23707,299,259,$495 
23801,*,*,*
23803,757,624,$560 
23804,*,*,*
23805,365,288,$578 
23821,57,43,$718 
23824,157,142,$638 
23827,41,*,*
23828,14,*,*
23829,26,*,*
23830,41,*,*
23831,884,709,$506 
23832,"1,207","1,024",$499 
23833,34,22,$552 
23834,684,554,$530 
23836,403,324,$508 
23837,109,94,$586 
23838,500,385,$506 
23839,28,*,*
23840,37,26,$538 
23841,63,50,$631 
23842,128,95,$545 
23843,17,*,*
23844,17,*,*
23845,24,*,*
23846,31,*,*
23847,287,257,$679 
23850,24,*,*
23851,328,283,$560 
23856,29,*,*
23857,32,*,*
23860,475,401,$579 
23866,44,*,*
23867,28,*,*
23868,126,*,*
23872,30,19,$750 
23874,14,*,*
23875,192,160,$511 
23876,16,*,*
23878,36,*,*
23879,*,*,*
23881,37,*,*
23882,53,*,*
23883,70,*,*
23885,65,*,*
23887,*,*,*
23888,48,*,*
23889,15,*,*
23890,89,75,$646 
23893,18,*,*
23894,16,*,*
23897,11,*,*
23898,68,*,*
23899,11,*,*
23901,309,272,$640 
23915,27,*,*
23917,95,83,$581 
23919,158,122,$588 
23920,113,100,$692 
23921,77,*,*
23922,58,*,*
23923,67,*,*
23924,183,*,*
23927,146,*,*
23930,114,100,$687 
23934,18,*,*
23936,114,101,$657 
23937,69,57,$658 
23938,*,*,*
23942,36,*,*
23943,*,*,*
23944,101,89,$696 
23947,114,100,$738 
23950,155,137,$530 
23952,*,*,*
23954,47,*,*
23958,87,*,*
23959,24,*,*
23960,51,*,*
23962,12,*,*
23963,*,*,*
23964,35,*,*
23966,69,57,$507 
23967,34,*,*
23968,42,*,*
23970,239,228,$632 
23974,91,*,*
23976,*,*,*
24001,*,*,*
24011,28,*,*
24012,848,784,$639 
24013,151,138,$726 
24014,543,446,$655 
24015,737,639,$567 
24016,289,261,$615 
24017,383,336,$668 
24018,"1,610","1,368",$620 
24019,953,874,$620 
24020,*,*,*
24030,*,*,*
24038,*,*,*
24053,89,*,*
24054,242,217,$659 
24055,416,397,$676 
24058,*,*,*
24059,50,37,$807 
24060,"1,096",931,$585 
24061,*,*,*
24064,185,165,$618 
24065,244,220,$607 
24066,201,181,$664 
24067,114,102,$631 
24068,*,*,*
24069,49,*,*
24070,41,*,*
24072,74,*,*
24073,968,853,$615 
24076,19,*,*
24077,34,*,*
24078,232,208,$634 
24079,93,*,*
24082,23,*,*
24083,139,116,$606 
24084,216,194,$730 
24085,88,*,*
24086,11,*,*
24087,83,*,*
24088,163,*,*
24089,70,*,*
24090,166,136,$653 
24091,480,431,$613 
24092,126,115,$601 
24093,*,*,*
24095,111,*,*
24101,271,243,$679 
24102,64,*,*
24104,214,179,$652 
24105,24,*,*
24112,"1,194","1,051",$652 
24114,*,*,*
24115,*,*,*
24120,65,49,$758 
24121,435,379,$674 
24122,64,*,*
24124,103,*,*
24126,*,*,*
24127,97,*,*
24128,75,*,*
24129,*,*,*
24131,*,*,*
24132,11,*,*
24133,71,*,*
24134,151,140,$726 
24136,90,*,*
24137,85,*,*
24138,66,*,*
24139,17,*,*
24141,572,509,$634 
24142,*,*,*
24147,26,*,*
24148,283,259,$627 
24149,170,148,$641 
24150,24,*,*
24151,656,606,$660 
24153,"1,267","1,152",$625 
24161,12,*,*
24162,73,*,*
24165,66,*,*
24167,*,*,*
24168,*,*,*
24171,316,291,$695 
24174,51,*,*
24175,323,285,$585 
24176,81,*,*
24179,530,486,$634 
24184,185,172,$622 
24185,34,*,*
24201,410,378,$676 
24202,417,387,$656 
24210,563,496,$645 
24211,308,276,$621 
24212,*,*,*
24216,28,*,*
24217,12,*,*
24218,*,*,*
24219,155,133,$597 
24220,12,*,*
24221,19,*,*
24224,139,127,$661 
24225,37,*,*
24226,36,*,*
24228,125,*,*
24230,163,151,$663 
24236,75,*,*
24237,*,*,*
24239,*,*,*
24243,38,*,*
24244,69,*,*
24245,13,*,*
24246,*,*,*
24248,31,*,*
24250,17,*,*
24251,143,*,*
24256,64,*,*
24258,36,*,*
24260,115,102,$615 
24263,102,*,*
24265,14,*,*
24266,279,248,$626 
24270,18,*,*
24271,37,*,*
24272,*,*,*
24273,112,*,*
24277,59,*,*
24279,76,*,*
24280,25,*,*
24281,22,*,*
24282,*,*,*
24283,43,*,*
24290,34,*,*
24292,*,*,*
24293,197,170,$663 
24301,259,236,$784 
24311,49,*,*
24312,73,*,*
24313,17,*,*
24314,22,*,*
24315,81,70,$552 
24316,*,*,*
24317,114,*,*
24318,12,*,*
24319,174,163,$637 
24322,*,*,*
24323,24,*,*
24324,52,*,*
24325,30,*,*
24326,42,*,*
24327,*,*,*
24328,86,*,*
24330,121,*,*
24333,514,479,$678 
24340,178,158,$597 
24343,312,291,$658 
24347,49,*,*
24348,146,*,*
24350,25,*,*
24351,18,*,*
24352,35,*,*
24354,388,338,$685 
24360,150,136,$657 
24361,132,119,$754 
24363,59,*,*
24366,19,*,*
24368,157,143,$658 
24370,153,133,$683 
24374,12,*,*
24375,29,*,*
24377,*,*,*
24378,30,*,*
24380,157,146,$603 
24381,149,*,*
24382,372,335,$627 
24401,"1,235","1,085",$545 
24402,*,*,*
24411,*,*,*
24412,*,*,*
24413,12,*,*
24415,*,*,*
24416,227,215,$659 
24421,158,145,$591 
24422,212,184,$689 
24426,520,480,$655 
24430,31,*,*
24431,79,*,*
24432,15,*,*
24433,19,*,*
24435,85,*,*
24437,59,*,*
24439,37,*,*
24440,83,*,*
24441,217,194,$534 
24442,*,*,*
24445,99,*,*
24448,18,*,*
24450,588,512,$620 
24457,12,*,*
24458,22,*,*
24459,54,*,*
24460,57,*,*
24463,*,*,*
24464,*,*,*
24465,90,77,$635 
24467,80,65,$601 
24469,*,*,*
24471,47,*,*
24472,74,*,*
24473,65,*,*
24474,*,*,*
24476,15,*,*
24477,300,251,$600 
24479,41,*,*
24482,112,87,$609 
24483,37,*,*
24484,21,*,*
24485,15,*,*
24486,169,153,$526 
24487,*,*,*
24501,596,543,$620 
24502,"1,445","1,287",$548 
24503,817,647,$523 
24504,261,229,$572 
24506,*,*,*
24515,*,*,*
24517,142,122,$654 
24520,76,*,*
24521,338,296,$597 
24522,367,325,$602 
24523,729,667,$653 
24526,47,*,*
24527,128,116,$598 
24528,85,*,*
24529,61,*,*
24530,35,*,*
24531,299,271,$574 
24534,53,*,*
24535,*,*,*
24536,11,*,*
24538,139,123,$619 
24539,*,*,*
24540,"1,133","1,049",$607 
24541,911,811,$603 
24543,*,*,*
24549,186,171,$542 
24550,274,233,$553 
24551,"1,113",929,$549 
24553,90,*,*
24554,132,119,$596 
24555,61,*,*
24556,173,155,$592 
24557,188,171,$637 
24558,240,214,$577 
24562,14,*,*
24563,160,149,$575 
24565,45,*,*
24566,60,*,*
24569,30,*,*
24570,*,*,*
24571,72,59,$644 
24572,496,458,$601 
24574,117,104,$648 
24576,*,*,*
24577,136,*,*
24578,50,*,*
24579,37,*,*
24580,25,*,*
24581,*,*,*
24586,216,203,$553 
24588,292,248,$627 
24589,71,60,$713 
24590,253,223,$590 
24592,406,369,$650 
24593,69,*,*
24594,79,*,*
24595,*,*,*
24597,43,*,*
24598,61,*,*
24599,17,*,*
24602,18,*,*
24603,22,*,*
24605,199,171,$659 
24606,*,*,*
24607,*,*,*
24609,186,173,$620 
24612,*,*,*
24613,19,*,*
24614,138,*,*
24620,46,*,*
24622,13,*,*
24627,*,*,*
24628,*,*,*
24630,137,*,*
24631,25,*,*
24634,19,*,*
24635,*,*,*
24637,104,*,*
24639,62,*,*
24640,*,*,*
24641,155,*,*
24646,22,*,*
24649,46,*,*
24651,162,151,$590 
24656,60,*,*
24657,*,*,*
24701,262,237,"$1,044 "
24712,28,*,*
24714,*,*,*
24715,*,*,*
24716,*,*,*
24719,*,*,*
24726,*,*,*
24731,*,*,*
24733,*,*,*
24736,*,*,*
24737,*,*,*
24739,204,182,$954 
24740,262,237,"$1,064 "
24747,25,*,*
24801,15,*,*
24808,*,*,*
24811,*,*,*
24813,*,*,*
24815,*,*,*
24816,*,*,*
24817,*,*,*
24818,*,*,*
24822,*,*,*
24826,*,*,*
24827,*,*,*
24828,*,*,*
24834,*,*,*
24836,*,*,*
24839,*,*,*
24844,13,*,*
24845,*,*,*
24847,*,*,*
24849,*,*,*
24850,*,*,*
24851,*,*,*
24853,*,*,*
24854,*,*,*
24857,*,*,*
24860,*,*,*
24862,*,*,*
24866,*,*,*
24867,*,*,*
24868,*,*,*
24870,25,*,*
24871,*,*,*
24872,*,*,*
24873,11,*,*
24874,22,*,*
24879,*,*,*
24880,*,*,*
24881,*,*,*
24882,*,*,*
24884,*,*,*
24892,*,*,*
24894,*,*,*
24895,*,*,*
24898,*,*,*
24901,303,268,$979 
24910,61,*,*
24915,12,*,*
24916,*,*,*
24918,35,*,*
24920,*,*,*
24924,14,*,*
24925,21,*,*
24927,*,*,*
24931,23,*,*
24934,*,*,*
24935,*,*,*
24938,28,*,*
24941,27,*,*
24943,*,*,*
24944,15,*,*
24945,21,*,*
24946,26,*,*
24951,36,*,*
24954,77,*,*
24957,11,*,*
24962,*,*,*
24963,77,*,*
24966,35,*,*
24970,96,*,*
24974,*,*,*
24976,36,*,*
24977,13,*,*
24981,*,*,*
24983,91,*,*
24984,*,*,*
24985,*,*,*
24986,93,*,*
24991,11,*,*
24993,*,*,*
25003,30,*,*
25007,*,*,*
25008,*,*,*
25009,*,*,*
25011,*,*,*
25015,22,*,*
25019,*,*,*
25021,*,*,*
25024,*,*,*
25025,*,*,*
25030,*,*,*
25031,*,*,*
25033,35,*,*
25035,*,*,*
25036,*,*,*
25039,*,*,*
25040,*,*,*
25043,*,*,*
25045,37,*,*
25049,*,*,*
25053,15,*,*
25054,*,*,*
25057,*,*,*
25059,*,*,*
25060,*,*,*
25061,*,*,*
25063,*,*,*
25064,81,67,$823 
25067,*,*,*
25070,*,*,*
25071,123,103,$815 
25076,*,*,*
25079,*,*,*
25081,11,*,*
25082,33,18,$863 
25083,*,*,*
25085,*,*,*
25086,*,*,*
25088,*,*,*
25093,*,*,*
25103,*,*,*
25106,*,*,*
25107,*,*,*
25108,*,*,*
25109,*,*,*
25110,*,*,*
25111,*,*,*
25112,*,*,*
25113,*,*,*
25114,*,*,*
25118,*,*,*
25119,*,*,*
25121,*,*,*
25123,28,*,*
25124,13,*,*
25125,*,*,*
25126,*,*,*
25130,23,*,*
25133,*,*,*
25134,*,*,*
25136,*,*,*
25139,*,*,*
25140,*,*,*
25141,*,*,*
25143,59,*,*
25154,*,*,*
25159,59,46,$834 
25161,*,*,*
25162,*,*,*
25164,*,*,*
25165,*,*,*
25168,31,*,*
25173,*,*,*
25174,*,*,*
25177,236,220,$896 
25180,*,*,*
25181,*,*,*
25183,*,*,*
25186,*,*,*
25187,*,*,*
25193,*,*,*
25202,11,*,*
25205,*,*,*
25208,*,*,*
25209,11,*,*
25213,49,*,*
25214,*,*,*
25234,11,*,*
25235,13,*,*
25239,*,*,*
25241,*,*,*
25243,15,*,*
25244,12,*,*
25245,*,*,*
25247,*,*,*
25248,41,30,$743 
25251,*,*,*
25252,13,*,*
25253,26,*,*
25259,*,*,*
25260,15,*,*
25261,*,*,*
25262,*,*,*
25265,13,*,*
25266,*,*,*
25267,14,*,*
25268,*,*,*
25270,*,*,*
25271,92,78,$620 
25275,20,*,*
25276,120,*,*
25285,*,*,*
25286,13,*,*
25287,*,*,*
25301,23,*,*
25302,163,134,$859 
25303,84,*,*
25304,119,83,$813 
25306,41,*,*
25309,121,96,$824 
25311,111,87,$874 
25312,66,*,*
25313,147,133,$849 
25314,241,163,$721 
25315,22,*,*
25320,28,*,*
25332,*,*,*
25356,*,*,*
25360,*,*,*
25387,31,*,*
25401,191,167,$751 
25402,*,*,*
25403,267,229,$712 
25404,267,236,$753 
25405,161,140,$794 
25411,249,229,$894 
25413,148,132,$764 
25414,314,264,$752 
25419,157,141,$811 
25420,67,52,$810 
25421,*,*,*
25422,29,*,*
25425,230,201,$765 
25427,255,230,$772 
25428,171,149,$774 
25430,128,111,$805 
25431,*,*,*
25432,*,*,*
25434,35,*,*
25437,*,*,*
25438,78,*,*
25442,35,*,*
25443,194,152,$707 
25444,*,*,*
25446,29,*,*
25501,12,*,*
25502,11,*,*
25503,*,*,*
25504,146,130,$741 
25506,30,*,*
25507,*,*,*
25508,61,*,*
25510,59,*,*
25511,*,*,*
25512,*,*,*
25514,30,*,*
25515,23,*,*
25517,12,*,*
25520,*,*,*
25521,11,*,*
25523,23,*,*
25524,20,*,*
25526,272,210,$732 
25529,*,*,*
25530,60,45,$806 
25534,*,*,*
25535,23,*,*
25537,16,*,*
25540,*,*,*
25541,107,92,$846 
25545,54,*,*
25547,*,*,*
25550,68,52,$855 
25555,18,*,*
25557,*,*,*
25559,11,*,*
25560,110,78,$677 
25562,*,*,*
25564,13,*,*
25565,*,*,*
25567,*,*,*
25570,32,*,*
25571,13,*,*
25573,*,*,*
25601,42,*,*
25606,*,*,*
25607,*,*,*
25608,*,*,*
25611,*,*,*
25617,11,*,*
25621,27,*,*
25624,*,*,*
25625,11,*,*
25628,*,*,*
25632,*,*,*
25635,*,*,*
25637,*,*,*
25638,*,*,*
25639,*,*,*
25644,*,*,*
25646,*,*,*
25647,*,*,*
25649,14,*,*
25650,*,*,*
25651,14,*,*
25652,*,*,*
25653,*,*,*
25654,*,*,*
25661,29,*,*
25667,*,*,*
25669,*,*,*
25670,51,*,*
25671,16,*,*
25672,*,*,*
25674,19,*,*
25676,*,*,*
25678,15,*,*
25685,*,*,*
25688,*,*,*
25690,*,*,*
25692,*,*,*
25696,*,*,*
25699,*,*,*
25701,226,181,$643 
25702,70,*,*
25703,11,*,*
25704,122,*,*
25705,209,166,$787 
25801,266,222,$755 
25802,*,*,*
25812,12,*,*
25813,32,*,*
25817,11,*,*
25818,*,*,*
25820,*,*,*
25823,21,*,*
25825,16,*,*
25826,*,*,*
25827,16,*,*
25831,*,*,*
25832,76,55,$585 
25836,*,*,*
25837,*,*,*
25839,*,*,*
25840,106,93,$750 
25841,*,*,*
25843,*,*,*
25844,*,*,*
25845,*,*,*
25846,*,*,*
25854,19,*,*
25855,*,*,*
25857,*,*,*
25862,*,*,*
25864,*,*,*
25865,*,*,*
25868,*,*,*
25870,*,*,*
25871,*,*,*
25873,*,*,*
25875,11,*,*
25876,*,*,*
25878,*,*,*
25879,*,*,*
25880,40,*,*
25882,15,*,*
25901,90,75,$836 
25902,*,*,*
25904,*,*,*
25907,*,*,*
25908,*,*,*
25909,*,*,*
25913,*,*,*
25917,*,*,*
25918,32,21,$691 
25919,*,*,*
25920,*,*,*
25921,*,*,*
25922,*,*,*
25927,*,*,*
25928,*,*,*
25932,*,*,*
25938,*,*,*
25942,*,*,*
25943,*,*,*
25951,47,*,*
25958,*,*,*
25962,53,*,*
25966,*,*,*
25969,12,*,*
25971,27,*,*
25972,*,*,*
25976,23,*,*
25978,*,*,*
25979,11,*,*
25981,15,*,*
25984,20,*,*
25985,*,*,*
25986,*,*,*
25989,*,*,*
26003,424,324,$594 
26030,*,*,*
26031,*,*,*
26032,16,*,*
26033,19,*,*
26034,44,*,*
26035,24,*,*
26036,*,*,*
26037,56,*,*
26038,47,*,*
26039,*,*,*
26040,11,*,*
26041,137,122,$654 
26047,50,*,*
26050,*,*,*
26055,18,*,*
26059,31,*,*
26060,23,*,*
26062,249,216,$596 
26070,68,55,$558 
26074,*,*,*
26075,*,*,*
26101,218,195,$720 
26102,*,*,*
26103,*,*,*
26104,183,150,$671 
26105,164,140,$629 
26133,*,*,*
26134,*,*,*
26136,*,*,*
26137,11,*,*
26141,*,*,*
26142,29,*,*
26143,39,*,*
26146,*,*,*
26147,14,*,*
26149,20,*,*
26150,56,45,$597 
26151,*,*,*
26152,*,*,*
26155,94,76,$755 
26159,28,*,*
26160,*,*,*
